18:04:37.548 **********  A1  **********
18:04:49.817 247, 1647270289817, team(A)
18:04:49.817 247, 1647270289817, step(94)
18:04:49.817 247, 1647270289817, teamSize(1)
18:04:49.817 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : e
18:04:49.927 **********  A1  **********
18:04:49.927 249, 1647270289927, lastActionParams([e])
18:04:49.927 249, 1647270289927, simStart
18:04:49.927 249, 1647270289927, thing(-4,-1,obstacle,)
18:04:49.927 249, 1647270289927, thing(-2,2,obstacle,)
18:04:49.927 249, 1647270289927, lastAction(move)
18:04:49.927 249, 1647270289927, deactivated(false)
18:04:49.927 249, 1647270289927, thing(-4,1,obstacle,)
18:04:49.927 249, 1647270289927, thing(-2,-2,obstacle,)
18:04:49.927 249, 1647270289927, thing(0,1,obstacle,)
18:04:49.927 249, 1647270289927, thing(-2,0,obstacle,)
18:04:49.927 249, 1647270289927, thing(0,-1,obstacle,)
18:04:49.927 249, 1647270289927, lastActionResult(failed_path)
18:04:49.927 249, 1647270289927, thing(0,-3,obstacle,)
18:04:49.927 249, 1647270289927, thing(2,0,obstacle,)
18:04:49.927 249, 1647270289927, deadline(1647270293895)
18:04:49.927 249, 1647270289927, thing(2,-2,obstacle,)
18:04:49.927 249, 1647270289927, thing(0,-5,obstacle,)
18:04:49.927 249, 1647270289927, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:49.927 249, 1647270289927, thing(4,-1,obstacle,)
18:04:49.927 249, 1647270289927, thing(4,1,obstacle,)
18:04:49.927 249, 1647270289927, task(task0,137,10,[req(0,1,b2)])
18:04:49.927 249, 1647270289927, requestAction
18:04:49.927 249, 1647270289927, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:49.927 249, 1647270289927, thing(-3,1,obstacle,)
18:04:49.927 249, 1647270289927, thing(-5,0,obstacle,)
18:04:49.927 249, 1647270289927, thing(1,3,obstacle,)
18:04:49.927 249, 1647270289927, thing(-1,-2,obstacle,)
18:04:49.927 249, 1647270289927, thing(-3,-1,obstacle,)
18:04:49.927 249, 1647270289927, thing(1,1,obstacle,)
18:04:49.927 249, 1647270289927, thing(-1,-4,obstacle,)
18:04:49.927 249, 1647270289927, thing(1,-1,obstacle,)
18:04:49.927 249, 1647270289927, thing(1,-3,obstacle,)
18:04:49.927 249, 1647270289927, thing(3,-2,obstacle,)
18:04:49.927 249, 1647270289927, thing(3,0,obstacle,)
18:04:49.927 249, 1647270289927, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:49.927 249, 1647270289927, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:49.927 249, 1647270289927, thing(-4,0,obstacle,)
18:04:49.927 249, 1647270289927, thing(-2,1,obstacle,)
18:04:49.927 249, 1647270289927, thing(-2,3,obstacle,)
18:04:49.927 249, 1647270289927, steps(750)
18:04:49.927 249, 1647270289927, thing(-2,-3,obstacle,)
18:04:49.927 249, 1647270289927, thing(2,3,obstacle,)
18:04:49.927 249, 1647270289927, thing(-2,-1,obstacle,)
18:04:49.927 249, 1647270289927, thing(2,1,obstacle,)
18:04:49.927 249, 1647270289927, thing(0,-2,obstacle,)
18:04:49.927 249, 1647270289927, thing(2,-1,obstacle,)
18:04:49.927 249, 1647270289927, thing(2,-3,obstacle,)
18:04:49.927 249, 1647270289927, thing(0,-4,obstacle,)
18:04:49.927 249, 1647270289927, thing(4,0,obstacle,)
18:04:49.927 249, 1647270289927, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:49.927 249, 1647270289927, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:49.927 249, 1647270289927, thing(0,0,entity,A)
18:04:49.927 249, 1647270289927, actionID(95)
18:04:49.927 249, 1647270289927, role(default)
18:04:49.927 249, 1647270289927, thing(-3,0,obstacle,)
18:04:49.927 249, 1647270289927, thing(-3,2,obstacle,)
18:04:49.927 249, 1647270289927, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:49.927 249, 1647270289927, score(0)
18:04:49.927 249, 1647270289927, thing(-3,-2,obstacle,)
18:04:49.927 249, 1647270289927, thing(-1,-1,obstacle,)
18:04:49.927 249, 1647270289927, thing(1,0,obstacle,)
18:04:49.927 249, 1647270289927, thing(-1,-3,obstacle,)
18:04:49.927 249, 1647270289927, thing(1,-2,obstacle,)
18:04:49.927 249, 1647270289927, thing(1,-4,obstacle,)
18:04:49.927 249, 1647270289927, thing(3,-1,obstacle,)
18:04:49.927 249, 1647270289927, thing(5,0,obstacle,)
18:04:49.927 249, 1647270289927, thing(3,1,obstacle,)
18:04:49.927 249, 1647270289927, energy(100)
18:04:49.927 249, 1647270289927, timestamp(1647270289895)
18:04:49.927 249, 1647270289927, name(agentA1)
18:04:49.927 249, 1647270289927, team(A)
18:04:49.927 249, 1647270289927, step(95)
18:04:49.927 249, 1647270289927, teamSize(1)
18:04:49.927 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[e]]
18:04:50.036 **********  A1  **********
18:04:50.036 251, 1647270290036, simStart
18:04:50.036 251, 1647270290036, thing(-4,-1,obstacle,)
18:04:50.036 251, 1647270290036, thing(-2,2,obstacle,)
18:04:50.036 251, 1647270290036, deactivated(false)
18:04:50.036 251, 1647270290036, thing(-4,1,obstacle,)
18:04:50.036 251, 1647270290036, thing(-2,-2,obstacle,)
18:04:50.036 251, 1647270290036, thing(0,1,obstacle,)
18:04:50.036 251, 1647270290036, thing(-2,0,obstacle,)
18:04:50.036 251, 1647270290036, thing(0,-1,obstacle,)
18:04:50.036 251, 1647270290036, thing(0,-3,obstacle,)
18:04:50.036 251, 1647270290036, thing(2,0,obstacle,)
18:04:50.036 251, 1647270290036, thing(2,-2,obstacle,)
18:04:50.036 251, 1647270290036, thing(0,-5,obstacle,)
18:04:50.036 251, 1647270290036, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:50.036 251, 1647270290036, thing(4,-1,obstacle,)
18:04:50.036 251, 1647270290036, thing(4,1,obstacle,)
18:04:50.036 251, 1647270290036, task(task0,137,10,[req(0,1,b2)])
18:04:50.036 251, 1647270290036, requestAction
18:04:50.036 251, 1647270290036, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:50.036 251, 1647270290036, thing(-3,1,obstacle,)
18:04:50.036 251, 1647270290036, thing(-5,0,obstacle,)
18:04:50.036 251, 1647270290036, thing(1,3,obstacle,)
18:04:50.036 251, 1647270290036, thing(-1,-2,obstacle,)
18:04:50.036 251, 1647270290036, thing(-3,-1,obstacle,)
18:04:50.036 251, 1647270290036, thing(1,1,obstacle,)
18:04:50.036 251, 1647270290036, thing(-1,-4,obstacle,)
18:04:50.036 251, 1647270290036, thing(1,-1,obstacle,)
18:04:50.036 251, 1647270290036, thing(1,-3,obstacle,)
18:04:50.036 251, 1647270290036, thing(3,-2,obstacle,)
18:04:50.036 251, 1647270290036, thing(3,0,obstacle,)
18:04:50.036 251, 1647270290036, timestamp(1647270289946)
18:04:50.036 251, 1647270290036, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:50.036 251, 1647270290036, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:50.036 251, 1647270290036, deadline(1647270293946)
18:04:50.036 251, 1647270290036, thing(-4,0,obstacle,)
18:04:50.036 251, 1647270290036, thing(-2,1,obstacle,)
18:04:50.036 251, 1647270290036, thing(-2,3,obstacle,)
18:04:50.036 251, 1647270290036, steps(750)
18:04:50.036 251, 1647270290036, thing(-2,-3,obstacle,)
18:04:50.036 251, 1647270290036, thing(2,3,obstacle,)
18:04:50.036 251, 1647270290036, thing(-2,-1,obstacle,)
18:04:50.036 251, 1647270290036, thing(2,1,obstacle,)
18:04:50.036 251, 1647270290036, thing(0,-2,obstacle,)
18:04:50.036 251, 1647270290036, thing(2,-1,obstacle,)
18:04:50.036 251, 1647270290036, thing(2,-3,obstacle,)
18:04:50.036 251, 1647270290036, thing(0,-4,obstacle,)
18:04:50.036 251, 1647270290036, thing(4,0,obstacle,)
18:04:50.036 251, 1647270290036, lastActionResult(failed_random)
18:04:50.036 251, 1647270290036, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:50.036 251, 1647270290036, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:50.036 251, 1647270290036, thing(0,0,entity,A)
18:04:50.036 251, 1647270290036, actionID(96)
18:04:50.036 251, 1647270290036, role(default)
18:04:50.036 251, 1647270290036, thing(-3,0,obstacle,)
18:04:50.036 251, 1647270290036, thing(-3,2,obstacle,)
18:04:50.036 251, 1647270290036, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:50.036 251, 1647270290036, score(0)
18:04:50.036 251, 1647270290036, thing(-3,-2,obstacle,)
18:04:50.036 251, 1647270290036, thing(-1,-1,obstacle,)
18:04:50.036 251, 1647270290036, thing(1,0,obstacle,)
18:04:50.036 251, 1647270290036, thing(-1,-3,obstacle,)
18:04:50.036 251, 1647270290036, thing(1,-2,obstacle,)
18:04:50.036 251, 1647270290036, thing(1,-4,obstacle,)
18:04:50.036 251, 1647270290036, thing(3,-1,obstacle,)
18:04:50.036 251, 1647270290036, thing(5,0,obstacle,)
18:04:50.036 251, 1647270290036, thing(3,1,obstacle,)
18:04:50.036 251, 1647270290036, energy(100)
18:04:50.036 251, 1647270290036, name(agentA1)
18:04:50.036 251, 1647270290036, lastAction(clear)
18:04:50.036 251, 1647270290036, team(A)
18:04:50.036 251, 1647270290036, teamSize(1)
18:04:50.036 251, 1647270290036, step(96)
18:04:50.036 251, 1647270290036, lastActionParams([1,0])
18:04:50.036 $$$$$ RULE EXECUTION : If massim produces failed_random randomly : move randomly : s
18:04:50.146 **********  A1  **********
18:04:50.146 253, 1647270290146, simStart
18:04:50.146 253, 1647270290146, thing(-4,-1,obstacle,)
18:04:50.146 253, 1647270290146, thing(-2,2,obstacle,)
18:04:50.146 253, 1647270290146, lastAction(move)
18:04:50.146 253, 1647270290146, deactivated(false)
18:04:50.146 253, 1647270290146, thing(-4,1,obstacle,)
18:04:50.146 253, 1647270290146, thing(-2,-2,obstacle,)
18:04:50.146 253, 1647270290146, thing(0,1,obstacle,)
18:04:50.146 253, 1647270290146, thing(-2,0,obstacle,)
18:04:50.146 253, 1647270290146, thing(0,-1,obstacle,)
18:04:50.146 253, 1647270290146, lastActionResult(failed_path)
18:04:50.146 253, 1647270290146, thing(0,-3,obstacle,)
18:04:50.146 253, 1647270290146, thing(2,0,obstacle,)
18:04:50.146 253, 1647270290146, thing(2,-2,obstacle,)
18:04:50.146 253, 1647270290146, thing(0,-5,obstacle,)
18:04:50.146 253, 1647270290146, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:50.146 253, 1647270290146, thing(4,-1,obstacle,)
18:04:50.146 253, 1647270290146, thing(4,1,obstacle,)
18:04:50.146 253, 1647270290146, task(task0,137,10,[req(0,1,b2)])
18:04:50.146 253, 1647270290146, requestAction
18:04:50.146 253, 1647270290146, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:50.146 253, 1647270290146, thing(-3,1,obstacle,)
18:04:50.146 253, 1647270290146, timestamp(1647270290068)
18:04:50.146 253, 1647270290146, thing(-5,0,obstacle,)
18:04:50.146 253, 1647270290146, thing(1,3,obstacle,)
18:04:50.146 253, 1647270290146, thing(-1,-2,obstacle,)
18:04:50.146 253, 1647270290146, thing(-3,-1,obstacle,)
18:04:50.146 253, 1647270290146, thing(1,1,obstacle,)
18:04:50.146 253, 1647270290146, thing(-1,-4,obstacle,)
18:04:50.146 253, 1647270290146, thing(1,-1,obstacle,)
18:04:50.146 253, 1647270290146, thing(1,-3,obstacle,)
18:04:50.146 253, 1647270290146, thing(3,-2,obstacle,)
18:04:50.146 253, 1647270290146, lastActionParams([s])
18:04:50.146 253, 1647270290146, thing(3,0,obstacle,)
18:04:50.146 253, 1647270290146, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:50.146 253, 1647270290146, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:50.146 253, 1647270290146, actionID(97)
18:04:50.146 253, 1647270290146, thing(-4,0,obstacle,)
18:04:50.146 253, 1647270290146, thing(-2,1,obstacle,)
18:04:50.146 253, 1647270290146, thing(-2,3,obstacle,)
18:04:50.146 253, 1647270290146, steps(750)
18:04:50.146 253, 1647270290146, thing(-2,-3,obstacle,)
18:04:50.146 253, 1647270290146, thing(2,3,obstacle,)
18:04:50.146 253, 1647270290146, thing(-2,-1,obstacle,)
18:04:50.146 253, 1647270290146, thing(2,1,obstacle,)
18:04:50.146 253, 1647270290146, thing(0,-2,obstacle,)
18:04:50.146 253, 1647270290146, thing(2,-1,obstacle,)
18:04:50.146 253, 1647270290146, thing(2,-3,obstacle,)
18:04:50.146 253, 1647270290146, thing(0,-4,obstacle,)
18:04:50.146 253, 1647270290146, thing(4,0,obstacle,)
18:04:50.146 253, 1647270290146, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:50.146 253, 1647270290146, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:50.146 253, 1647270290146, thing(0,0,entity,A)
18:04:50.146 253, 1647270290146, deadline(1647270294068)
18:04:50.146 253, 1647270290146, role(default)
18:04:50.146 253, 1647270290146, thing(-3,0,obstacle,)
18:04:50.146 253, 1647270290146, thing(-3,2,obstacle,)
18:04:50.146 253, 1647270290146, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:50.146 253, 1647270290146, score(0)
18:04:50.146 253, 1647270290146, thing(-3,-2,obstacle,)
18:04:50.146 253, 1647270290146, thing(-1,-1,obstacle,)
18:04:50.146 253, 1647270290146, thing(1,0,obstacle,)
18:04:50.146 253, 1647270290146, thing(-1,-3,obstacle,)
18:04:50.146 253, 1647270290146, thing(1,-2,obstacle,)
18:04:50.146 253, 1647270290146, thing(1,-4,obstacle,)
18:04:50.146 253, 1647270290146, thing(3,-1,obstacle,)
18:04:50.146 253, 1647270290146, thing(5,0,obstacle,)
18:04:50.146 253, 1647270290146, thing(3,1,obstacle,)
18:04:50.146 253, 1647270290146, energy(100)
18:04:50.146 253, 1647270290146, name(agentA1)
18:04:50.146 253, 1647270290146, team(A)
18:04:50.146 253, 1647270290146, teamSize(1)
18:04:50.146 253, 1647270290146, step(97)
18:04:50.146 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[s]]
18:04:50.256 **********  A1  **********
18:04:50.256 255, 1647270290256, simStart
18:04:50.256 255, 1647270290256, thing(-4,-1,obstacle,)
18:04:50.256 255, 1647270290256, thing(-2,2,obstacle,)
18:04:50.256 255, 1647270290256, deactivated(false)
18:04:50.256 255, 1647270290256, thing(-4,1,obstacle,)
18:04:50.256 255, 1647270290256, thing(-2,-2,obstacle,)
18:04:50.256 255, 1647270290256, thing(0,1,obstacle,)
18:04:50.256 255, 1647270290256, thing(-2,0,obstacle,)
18:04:50.256 255, 1647270290256, thing(0,-1,obstacle,)
18:04:50.256 255, 1647270290256, thing(0,-3,obstacle,)
18:04:50.256 255, 1647270290256, thing(2,0,obstacle,)
18:04:50.256 255, 1647270290256, thing(2,-2,obstacle,)
18:04:50.256 255, 1647270290256, thing(0,-5,obstacle,)
18:04:50.256 255, 1647270290256, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:50.256 255, 1647270290256, thing(4,-1,obstacle,)
18:04:50.256 255, 1647270290256, thing(4,1,obstacle,)
18:04:50.256 255, 1647270290256, task(task0,137,10,[req(0,1,b2)])
18:04:50.256 255, 1647270290256, requestAction
18:04:50.256 255, 1647270290256, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:50.256 255, 1647270290256, thing(-3,1,obstacle,)
18:04:50.256 255, 1647270290256, thing(-5,0,obstacle,)
18:04:50.256 255, 1647270290256, thing(1,3,obstacle,)
18:04:50.256 255, 1647270290256, thing(-1,-2,obstacle,)
18:04:50.256 255, 1647270290256, thing(-3,-1,obstacle,)
18:04:50.256 255, 1647270290256, thing(1,1,obstacle,)
18:04:50.256 255, 1647270290256, thing(-1,-4,obstacle,)
18:04:50.256 255, 1647270290256, thing(1,-1,obstacle,)
18:04:50.256 255, 1647270290256, thing(1,-3,obstacle,)
18:04:50.256 255, 1647270290256, thing(3,-2,obstacle,)
18:04:50.256 255, 1647270290256, thing(3,0,obstacle,)
18:04:50.256 255, 1647270290256, timestamp(1647270290209)
18:04:50.256 255, 1647270290256, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:50.256 255, 1647270290256, actionID(98)
18:04:50.256 255, 1647270290256, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:50.256 255, 1647270290256, lastActionParams([0,1])
18:04:50.256 255, 1647270290256, thing(-4,0,obstacle,)
18:04:50.256 255, 1647270290256, thing(-2,1,obstacle,)
18:04:50.256 255, 1647270290256, thing(-2,3,obstacle,)
18:04:50.256 255, 1647270290256, steps(750)
18:04:50.256 255, 1647270290256, thing(-2,-3,obstacle,)
18:04:50.256 255, 1647270290256, thing(2,3,obstacle,)
18:04:50.256 255, 1647270290256, deadline(1647270294209)
18:04:50.256 255, 1647270290256, thing(-2,-1,obstacle,)
18:04:50.256 255, 1647270290256, thing(2,1,obstacle,)
18:04:50.256 255, 1647270290256, thing(0,-2,obstacle,)
18:04:50.256 255, 1647270290256, thing(2,-1,obstacle,)
18:04:50.256 255, 1647270290256, thing(2,-3,obstacle,)
18:04:50.256 255, 1647270290256, thing(0,-4,obstacle,)
18:04:50.256 255, 1647270290256, thing(4,0,obstacle,)
18:04:50.256 255, 1647270290256, lastActionResult(failed_random)
18:04:50.256 255, 1647270290256, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:50.256 255, 1647270290256, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:50.256 255, 1647270290256, thing(0,0,entity,A)
18:04:50.256 255, 1647270290256, role(default)
18:04:50.256 255, 1647270290256, thing(-3,0,obstacle,)
18:04:50.256 255, 1647270290256, thing(-3,2,obstacle,)
18:04:50.256 255, 1647270290256, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:50.256 255, 1647270290256, score(0)
18:04:50.256 255, 1647270290256, thing(-3,-2,obstacle,)
18:04:50.256 255, 1647270290256, thing(-1,-1,obstacle,)
18:04:50.256 255, 1647270290256, thing(1,0,obstacle,)
18:04:50.256 255, 1647270290256, thing(-1,-3,obstacle,)
18:04:50.256 255, 1647270290256, thing(1,-2,obstacle,)
18:04:50.256 255, 1647270290256, thing(1,-4,obstacle,)
18:04:50.256 255, 1647270290256, thing(3,-1,obstacle,)
18:04:50.256 255, 1647270290256, thing(5,0,obstacle,)
18:04:50.256 255, 1647270290256, thing(3,1,obstacle,)
18:04:50.256 255, 1647270290256, energy(100)
18:04:50.256 255, 1647270290256, name(agentA1)
18:04:50.256 255, 1647270290256, lastAction(clear)
18:04:50.256 255, 1647270290256, team(A)
18:04:50.256 255, 1647270290256, teamSize(1)
18:04:50.256 255, 1647270290256, step(98)
18:04:50.256 $$$$$ RULE EXECUTION : If massim produces failed_random randomly : move randomly : w
18:04:50.382 **********  A1  **********
18:04:50.382 257, 1647270290382, simStart
18:04:50.382 257, 1647270290382, thing(-4,-1,obstacle,)
18:04:50.382 257, 1647270290382, thing(-2,2,obstacle,)
18:04:50.382 257, 1647270290382, lastAction(move)
18:04:50.382 257, 1647270290382, deactivated(false)
18:04:50.382 257, 1647270290382, thing(-4,1,obstacle,)
18:04:50.382 257, 1647270290382, thing(-2,-2,obstacle,)
18:04:50.382 257, 1647270290382, thing(-2,0,obstacle,)
18:04:50.382 257, 1647270290382, thing(0,-1,obstacle,)
18:04:50.382 257, 1647270290382, thing(0,-3,obstacle,)
18:04:50.382 257, 1647270290382, thing(2,0,obstacle,)
18:04:50.382 257, 1647270290382, thing(2,-2,obstacle,)
18:04:50.382 257, 1647270290382, thing(0,-5,obstacle,)
18:04:50.382 257, 1647270290382, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:50.382 257, 1647270290382, thing(4,-1,obstacle,)
18:04:50.382 257, 1647270290382, thing(4,1,obstacle,)
18:04:50.382 257, 1647270290382, task(task0,137,10,[req(0,1,b2)])
18:04:50.382 257, 1647270290382, requestAction
18:04:50.382 257, 1647270290382, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:50.382 257, 1647270290382, thing(-3,1,obstacle,)
18:04:50.382 257, 1647270290382, thing(-5,0,obstacle,)
18:04:50.382 257, 1647270290382, thing(-1,2,obstacle,)
18:04:50.382 257, 1647270290382, lastActionResult(success)
18:04:50.382 257, 1647270290382, thing(-1,0,obstacle,)
18:04:50.382 257, 1647270290382, thing(-1,-2,obstacle,)
18:04:50.382 257, 1647270290382, thing(-3,-1,obstacle,)
18:04:50.382 257, 1647270290382, thing(1,1,obstacle,)
18:04:50.382 257, 1647270290382, timestamp(1647270290319)
18:04:50.382 257, 1647270290382, thing(-1,-4,obstacle,)
18:04:50.382 257, 1647270290382, thing(1,-1,obstacle,)
18:04:50.382 257, 1647270290382, thing(1,-3,obstacle,)
18:04:50.382 257, 1647270290382, thing(3,-2,obstacle,)
18:04:50.382 257, 1647270290382, thing(3,0,obstacle,)
18:04:50.382 257, 1647270290382, lastActionParams([w])
18:04:50.382 257, 1647270290382, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
